year,title
2017,Increased Enoxaparin Dosing for Venous Thromboembolism Prophylaxis in General Trauma Patients.
2017,Psoriasis and Obesity.
2018,"The intellectual developmental disorders Mexico study: situational diagnosis, burden, genomics and intervention proposal."
2020,Safety and effectiveness of sleeve gastrectomy versus gastric bypass: one-year results of Tehran Obesity Treatment Study (TOTS).
2018,Safety of concomitant cholecystectomy at the time of laparoscopic sleeve gastrectomy: analysis of the American College of Surgeons National Surgical Quality Improvement Program database.
2018,"Laparoscopic conversion of failed Roux-en-Y gastric bypass to biliopancreatic diversion with duodenal switch, a step-by-step video case."
2017,Safety of concomitant cholecystectomy at the time of laparoscopic sleeve gastrectomy: analysis of the ACS-NSQIP database.
2018,Do sleeve gastrectomy and gastric bypass influence treatment with proton pump inhibitors 4 years after surgery? A nationwide cohort.
2018,Long-term (&gt;10-year) outcomes after laparoscopic Roux-en-Y gastric bypass.
2017,Urinary steroid metabolites in a case of florid Ectopic Cushing's syndrome and clinical correlations.
2017,Clinical and epidemiological assessment of patients hospitalized for primary and recurrent erysipelas
2020,Prevalence of and risk factors for hypertension among urban communities of North Sudan: Detecting a silent killer.
2020,Is small town India falling into the nutritional trap of metro cities? A study in school-going adolescents.
2020,"Physical activity correlates of overweight and obesity in school-going children of Dehradun, Uttarakhand."
2020,Muscle Derived Stem Cells Stimulate Muscle Myofiber Repair and Counteract Fat Infiltration in a Diabetic Mouse Model of Critical Limb Ischemia.
2020,Ghrelin and hormonal markers under exercise training in patients with heart failure with preserved ejection fraction: results from the Ex-DHF pilot study.
2020,Does Body Mass Index Affect Mortality in Coronary Surgery?
2020,Menopausal symptoms and obesity: Is there a relationship?
2017,Life course path analysis of total and central adiposity throughout adolescence on adult blood pressure and insulin resistance.
2018,Simultaneous gastric and colonic band erosion presenting as lower gastrointestinal bleeding.
2018,No more broken hearts: weight loss after bariatric surgery returns patients' postoperative risk to baseline following coronary surgery.
2018,Revision using totally hand-sewn gastrojejunostomy and truncal vagotomy for refractory marginal ulcer after laparoscopic Roux-en-y gastric bypass: a case series.
2018,Prevalence of clinical thiamine deficiency in individuals with medically complicated obesity.
2018,Rate of eating in early life is positively associated with current and later body mass index among young Japanese children: the Osaka Maternal and Child Health Study.
2017,The Development of Body Image and Weight Bias in Childhood.
2018,A community-based study of risk factors for probable rapid eye movement sleep behavior disorder.
2018,"Sleep quality in the general population: psychometric properties of the Pittsburgh Sleep Quality Index, derived from a German community sample of 9284 people."
2018,"[Obesity and diabetes, a global problem: what does recent data tell us?]"
2017,Thiamine Deprivation Produces a Liver ATP Deficit and Metabolic and Genomic Effects in Mice: Findings Are Parallel to Those of Biotin Deficiency and Have Implications for Energy Disorders.
2018,Sleeve gastrectomy in the elderly: A case-control study with long-term follow-up of 3 years.
2017,Obesity is associated with long-term improved survival in definitively treated locally advanced non-small cell lung cancer (NSCLC).
2017,Costs and Outcomes of Increasing Access to Bariatric Surgery: Cohort Study and Cost-Effectiveness Analysis Using Electronic Health Records.
2017,"The Burden of Obesity on Diabetes in the United States: Medical Expenditure Panel Survey, 2008 to 2012."
2017,Calcium Channels in Vascular Smooth Muscle.
2017,CTRP1 in Liver Disease.
2017,Validation of the French Version of the DSM-5 Yale Food Addiction Scale in a Nonclinical Sample.
2019,"Evaluation of screen time activities and their relationship with physical activity, overweight and socioeconomic status in children 10-12 years of age in Sanandaj, Iran: A cross-sectional study in 2015."
2019,The effect of <i>Citrus Aurantifolia</i> (Lemon) peels on cardiometabolic risk factors and markers of endothelial function in adolescents with excess weight: A triple-masked randomized controlled trial.
2019,Adaptation and reliability of neighborhood environment walkability scale (NEWS) for Iran: A questionnaire for assessing environmental correlates of physical activity.
2020,"Pregnant after assisted reproduction: a risk pregnancy is born! 18-years perinatal outcome results from a population-based registry in Flanders, Belgium."
2020,Deployment of Analytics into the Healthcare Safety Net: Lessons Learned.
2018,Stability of problematic eating behaviors and weight loss trajectories after bariatric surgery: a longitudinal observational study.
2017,Paired editorial: Comment on: The Utility of Weight Loss Medications After Bariatric Surgery for Weight Regain or Inadequate Weight Loss: A Multicenter Study.
2018,Patient travel for bariatric surgery: does distance matter?
2018,Management of a persistent staple line leakage with Roux-en-Y fistulojejunostomy following sleeve gastrectomy.
2018,Fibroblast growth factor-1 (FGF-1) promotes adipogenesis by downregulation of carboxypeptidase A4 (CPA4) - a negative regulator of adipogenesis implicated in the modulation of local and systemic insulin sensitivity.
2020,"School Based Multicomponent Intervention for Obese Children in Udupi District, South India - A Randomized Controlled Trial."
2020,2D:4D Ratio and its Implications in Medicine.
2020,"Effect of Different Phases of Menstrual Cycle on Cardio-respiratory Efficiency in Normal, Overweight and Obese Female Undergraduate Students."
2019,"Re: Association between Benign Prostatic Hyperplasia, Body Mass Index, and Metabolic Syndrome in Chinese Men."
2019,Re: The Role of Obesity in Success and Complications in Patients Undergoing Retropubic Tension-Free Vaginal Tape Surgery.
2017,Surgical Aspects of Recurrent Inguinal Hernia in Adults.
2020,"Association of Osteoprotegerin with Obesity, Insulin Resistance and Non-Alcoholic Fatty Liver Disease in Children."
2017,The food industry and conflicts of interest in nutrition research: A Latin American perspective.
2017,Factors that encourage and discourage policy-making to prevent childhood obesity: Experience in the United States.
2017,Lifestyle and health determinants of cardiovascular disease among Greek older adults living in Eastern Aegean Islands: An adventure within the MEDIS study.
2018,Interaction between smoking and body mass index and risk of oral clefts.
2017,The Prevalence of Metabolic Syndrome and Different Obesity Phenotype in Iranian Male Military Personnel.
2017,"The prevalence, risk factors and clinical correlates of obesity in Chinese patients with schizophrenia."
2017,Factors associated with glycemic control in people with diabetes at the Family Health Strategy in Pernambuco.
2017,Roux-en-Y Gastric Bypass.
2020,The Prevalence of Metabolic Syndrome in Coronary Artery Disease Patients.
2017,Increased childhood BMI is associated with young adult serum uric acid levels: a linkage study from Japan.
2020,<i>Gelidium amansii</i> extract ameliorates obesity by down-regulating adipogenic transcription factors in diet-induced obese mice.
2020,Can the Obesity Surgery Mortality Risk Score predict postoperative complications other than mortality?
2020,Short-term outcomes of the new intragastric balloon End-Ball<sup>®</sup> for treatment of obesity.
2020,Health beliefs and stages of changes to improve behaviors among obese and overweight women undergoing preconception care.
2018,Astaxanthin inhibits inflammation and fibrosis in the liver and adipose tissue of mouse models of diet-induced obesity and nonalcoholic steatohepatitis.
2017,[Scientific Evidence on Preventive Interventions in Childhood Obesity].
2020,The relation of anthropometric measurements and insulin resistance in patients with polycystic kidney disease.
2020,Obesity diabetes and the role of bile acids in metabolism.
2020,Renin-angiotensin-aldosterone system in insulin resistance and metabolic syndrome.
2020,Dietary triglycerides as signaling molecules that influence reward and motivation.
2020,Is Metabolic Syndrome Considered to Be a Risk Factor for Gastroesophageal Reflux Disease (Non-Erosive or Erosive Esophagitis)?: A Systematic Review of the Evidence.
2017,Correlation between the cellular metabolism of quercetin and its glucuronide metabolite and oxidative stress in hypertrophied 3T3-L1 adipocytes.
2017,Anemia of Inflammation: A Review.
2017,"Hydra: A web-based system for cardiovascular analysis, diagnosis and treatment."
2017,Cross-sectional survey of the amount of free sugars and calories in carbonated sugar-sweetened beverages on sale in the UK.
2018,Cholecystectomy after gastric bypass-incidence and complications.
2018,Bariatric surgery attenuates colitis in an obese murine model.
2017,Health and lifestyle factors associated with sexual difficulties in men - results from a study of Australian men aged 18 to 55 years.
2017,Diabetes in young adult men: social and health-related correlates.
2017,Why do men go to the doctor? Socio-demographic and lifestyle factors associated with healthcare utilisation among a cohort of Australian men.
2017,"Sleep apnoea in Australian men: disease burden, co-morbidities, and correlates from the Australian longitudinal study on male health."
2017,"Integration of metabolomics, lipidomics and clinical data using a machine learning method."
2017,The Australian longitudinal study on male health sampling design and survey weighting: implications for analysis and interpretation of clustered data.
2020,The Effects of Monosodium Glutamate and Tannic Acid on Adult Rats.
2017,Use of ultrasound for spinal anesthesia in a super morbidly obese patient.
2017,The benefits of ultrasound-guided continuous sensory nerve blockade in the setting of burn injury: a case report of bilateral continuous superficial peroneal nerve blockade in a patient with severe sleep apnea.
2017,Comparison of the macintosh and airtraq laryngoscopes in morbidly obese patients: a randomized and prospective study.
2017,Antecedent longitudinal changes in body mass index are associated with diurnal cortisol curve features: The multi-ethnic study of atherosclerosis.
2017,"Cardiometabolic risk markers, adipocyte fatty acid binding protein (aFABP) and the impact of high-intensity interval training (HIIT) in obese adolescents."
2017,Genetic ablation of phosphatidylcholine transfer protein/StarD2 in ob/ob mice improves glucose tolerance without increasing energy expenditure.
2017,Metabolic endotoxemia and diabetes mellitus: A systematic review.
2017,[10 years of sleeve gastrectomy in the Czech Republic in terms of the surgical procedure].
2018,Adherence to Mediterranean diet is associated with methylation changes in inflammation-related genes in peripheral blood cells.
2018,Blocking iNOS and endoplasmic reticulum stress synergistically improves insulin resistance in mice.
2018,Kinase Suppressor of Ras 2 (KSR2) expression in the brain regulates energy balance and glucose homeostasis.
2018,"JNK at the crossroad of obesity, insulin resistance, and cell stress response."
2020,Complications of Open Approaches to the Skull Base in the Endoscopic Era.
2020,Ciliopathies: Genetics in Pediatric Medicine.
2020,"Obesity in Nursery School Children in Corum, Turkey."
2017,Considering sex and gender in Alzheimer disease and other dementias.
2017,Prenatal stress-immune programming of sex differences in comorbidity of depression and obesity/metabolic syndrome.
2017,Sex differences in the effects of androgens acting in the central nervous system on metabolism.
2017,Western dietary pattern increases risk of cardiovascular disease in Iranian adults: a prospective population-based study.
2017,Effects of aerobic or resistance training or both on health-related quality of life in youth with obesity: the HEARTY Trial.
2017,Determination of the exercise intensity that elicits maximal fat oxidation in individuals with obesity.
2017,Impaired mitochondria and intracellular calcium transients in the salivary glands of obese rats.
2017,Association of 25-hydroxyvitamin D and parathyroid hormone with the metabolic syndrome in black South African women.
2017,"Ovarian teratomas in a patient with Bardet-Biedl syndrome, a rare association."
2017,Periodontal disease in diabetic patients - clinical and histopathological aspects.
2017,The role of histological evaluation of Helicobacter pylori infection in obese patients referred to laparoscopic sleeve gastrectomy.
2017,Non-alcoholic fatty liver disease - clinical and histopathological aspects.
2018,"Bariatric surgery in patients with bipolar spectrum disorders: Selection factors, postoperative visit attendance, and weight outcomes."
2018,Long-term results of sleeve gastrectomy maybe comparable to Roux-en-Y gastric bypass.
2018,Benefit of feeding tube placement for refractory malnutrition after bariatric surgery.
2018,Sex-Specific Neurodevelopmental Programming by Placental Insulin Receptors on Stress Reactivity and Sensorimotor Gating.
2017,"Population Pharmacokinetics and Pharmacodynamics of Doripenem in Obese, Hospitalized Patients."
2020,Metabolic syndrome and the hepatorenal reflex.
2020,Feasibility Study of Increasing Social Support to Enhance a Healthy Lifestyle Intervention for Individuals with Serious Mental Illness.
2020,Hypoalbuminemia Is a Better Predictor than Obesity of Complications After Total Knee Arthroplasty: a Propensity Score-Adjusted Observational Analysis.
2017,Beneficial effects of sitagliptin and metformin in non-diabetic hypertensive and dyslipidemic patients.
2017,Gallbladder Volume in Sikkimese Population.
2017,Don't Forget The Needs Of Older Persons. Community Health Needs Assessments.
2018,Cushing's Syndrome Presenting with Hyponatremia.
2017,Evidence for Alteration in Serum Concentrations of Leptin in Infertile Men Categorized Based on BMI.
2020,Youth receiving orthodontic care are not immune to poor diet and overweight: a call for dental providers to participate in prevention efforts.
2020,The impact of obesity on hyperandrogenemia in Korean girls.
2020,Using Multistate Observational Studies to Determine Role of Hypertension and Diabetes as Risk Factors for Dementia.
2017,"Considering disparities: How do nurse practitioner regulatory policies, access to care, and health outcomes vary across four states?"
2018,Gastrointestinal surgery for obesity and cancer: 2 sides of the same coin.
2017,Influence of maternal BMI on the exosomal profile during gestation and their role on maternal systemic inflammation.
2018,"Postoperative pain after conventional laparoscopic versus single-port sleeve gastrectomy: a prospective, randomized, controlled pilot study."
2018,Impact of initial response of laparoscopic adjustable gastric banding on outcomes of revisional laparoscopic Roux-en-Y gastric bypass for morbid obesity.
2020,Lifestyle Modification Group for Lymphedema and Obesity Results in Significant Health Outcomes.
2019,Neighborhood Environment Measurements and Anthropometric Indicators of Obesity: Results from the Women and Their Children's Health (WaTCH) Study.
2020,Cognitive Development in Patients with Bipolar Disorder and Metabolic Syndrome.
2020,Clopidogrel non-responsiveness in patients undergoing percutaneous coronary intervention using the VerifyNow test: frequency and predictors.
2020,The effect of obesity on fatty infiltration of the rotator cuff musculature in patients without rotator cuff tears.
2020,In BMI We Trust: Reframing the Body Mass Index as a Measure of Health.
2020,Effects of a 3-month vigorous physical activity intervention on eating behaviors and body composition in overweight and obese boys and girls.
2020,Recurrent Lumbar Disc Herniation: A Review.
2020,"Age at onset of obesity, transcription factor 7-like 2 (TCF7L2) rs7903146 polymorphism, adiponectin levels and the risk of type 2 diabetes in obese patients."
2020,Waist circumference thresholds and cardiorespiratory fitness.
2019,Evaluation of the Cancer Council NSW Eat It To Beat It Healthy Lunch Box Sessions: A short intervention to promote the intake of fruit and vegetables among families of primary school children in NSW Australia.
2020,Serum apelin levels and metabolic risk markers in obese women.
2020,Peroxisome proliferator-activated receptor-γ polymorphism (rs1801282) is associated with obesity in Egyptian patients with coronary artery disease and type 2 diabetes mellitus.
2019,[Characteristics of the diet and nutritional status of workers at various industrial enterprises of the Sverdlovsk Region].
2019,[Sex and line differences in biochemical indices and fat soluble vitamins sufficiency in rats on <i>in vivo</i> model of metabolic syndrome].
2019,[The evaluation of the lipid peroxidation system and antioxidant defense in adolescent boys with exogenously constitutive obesity with using the coefficient of oxidative stress].
2019,[Characteristics of free fatty acid metabolism in pathogenesis of obesity: current view].
2019,Metabolic syndrome in peri - and postmenopausal women performing intellectual work.
2020,The role of spoken language in cardiovascular health inequalities: a cross-sectional study of people with non-English language preference.
2020,"Fatigued Patients with Chronic Liver Disease Have Subtle Aberrations of Sleep, Melatonin and Cortisol Circadian Rhythms."
2020,Emotional eating and cognitive conflicts as predictors of binge eating disorder in patients with obesity.
2019,ADIPOQ polymorphisms are associated with changes in obesity-related traits in response to aerobic training programme in women.
2019,Robotic <i>versus</i> Laparoscopic Cholecystectomy in the Obese Patient.
2019,Which Unicondylar Prosthesis Is Better In The Mid-Term In Obese Patients : Fixed Or Mobile?
2019,"Severe Obesity, Obesity, and Cardiometabolic Risk in Children 0 to 6 Years of Age."
2019,GENETIC AND EPIGENETIC CAUSES OF OBESITY.
2019,Do sedentary behavior and physical activity spatially cluster? Analysis of a population-based sample of Boston adolescents.
2020,Association of non-alcoholic fatty liver disease with cardiovascular disease and subclinical atherosclerosis.
2019,"Adult obesity prevalence at the county level in the United States, 2000-2010: Downscaling public health survey data using a spatial microsimulation approach."
2020,Poor Physical Function as a Marker of Sarcopenia in Adults with Class II/III Obesity.
2019,What is the most effective exercise protocol to improve cardiovascular fitness in overweight and obese subjects?
2019,"Overweight, obesity, and screen-time viewing among Chinese school-aged children: National prevalence estimates from the 2016 Physical Activity and Fitness in China-The Youth Study."
2019,"The effects of aerobic exercise training on oxidant-antioxidant balance, neurotrophic factor levels, and blood-brain barrier function in obese and non-obese men."
2019,Empowering youth sport environments: Implications for daily moderate-to-vigorous physical activity and adiposity.
2019,Comparison of daily physical activity parameters using objective methods between overweight and normal-weight children.
2019,Feasibility of using pedometers in a state-based surveillance system: 2014 Arizona Behavioral Risk Factor Surveillance System.
2019,The association of various social capital indicators and physical activity participation among Turkish adolescents.
2019,Research highlights from the <i>Status report for step it up! The surgeon general's call to action to promote walking and walkable communities</i>.
2019,"Impact of a single bout of high-intensity interval exercise and short-term interval training on interleukin-6, FNDC5, and METRNL mRNA expression in human skeletal muscle."
2020,Kallmann syndrome and ichthyosis: a case of contiguous gene deletion syndrome.
2020,"Intragastric Balloon for Obesity Treatment: Safety, Tolerance, and Efficacy."
2020,"Citral, a Monoterpene Inhibits Adipogenesis Through Modulation of Adipogenic Transcription Factors in 3T3-L1 Cells."
2020,A Fully Automated Conversational Artificial Intelligence for Weight Loss: Longitudinal Observational Study Among Overweight and Obese Adults.
2020,A Feasible and Efficacious Mobile-Phone Based Lifestyle Intervention for Filipino Americans with Type 2 Diabetes: Randomized Controlled Trial.
2020,Hispanic Youth Visits to Food and Beverage Company Websites.
2020,Awareness of Cancer Risk: Variation in Measurement Approaches.
2020,Prevention of Diabetes: Countless Opportunities and Clear Challenges.
2019,"Being African-American, Obese, Female, and Residing in an Urban Area: The Lived Experience."
2020,The effect of pannus and weight gain in mitral stenosis after mitral ring annuloplasty.
2020,Differences in the Prevalence of Non-Communicable Disease between Slum Dwellers and the General Population in a Large Urban Area in Brazil.
2020,Aged black garlic extract regulates lipid metabolism by inhibiting lipogenesis and promoting lipolysis in mature 3T3-L1 adipocytes.
2020,Whole grain cereal attenuates obesity-induced muscle atrophy by activating the PI3K/Akt pathway in obese C57BL/6N mice.
2020,The suppressive effect of <i>Gelidium amansi</i>-<i>EtOH</i> extracts on the adipogenesis with MAPK signals in adipocytes with or without macrophages.
2020,Low-dose grape pomace and omija fruit extract is more effective than high-dose in lowering oxidative stress and fat-pad mass in <i>db</i>/<i>db</i> mice.
2020,Bioconversion of conjugated linoleic acid by <i>Lactobacillus plantarum</i> CGMCC8198 supplemented with <i>Acer truncatum bunge</i> seeds oil.
2020,Antioxidant and anti-adipogenic activities of the nuts of <i>Castanopsis cuspidata</i> var. <i>thunbergii</i>.
2020,"Bioconversion, health benefits, and application of ginseng and red ginseng in dairy products."
2020,Bamboo (<i>Phyllostachys bambusoides</i>) leaf extracts inhibit adipogenesis by regulating adipogenic transcription factors and enzymes in 3T3-L1 adipocytes.
2020,"A descriptive study of biological and psychosocial factors associated with body mass index for age, in adolescents attending an outpatient department at Weskoppies Psychiatric Hospital."
2020,Obesity phenotype in relation to gene polymorphism among samples of Egyptian children and their mothers.
2020,Targeting both sides of the GDF15-GFRAL-RET receptor complex: A new approach to achieve body weight homeostasis.
2019,Comparison of two warm-up models for obese and normal-weight adults performing supramaximal cycling exercise.
2019,Association between gene polymorphisms and obesity and physical fitness in Korean children.
2020,Conceptual Congruence in Mindfulness-Based Weight Loss Intervention Studies.
2020,"Risk association, linkage disequilibrium and haplotype analyses of <i>FASN</i> rs4246445, rs2229425, rs2228305 and rs2229422 polymorphisms in overweight and obesity."
2020,Hypothesis Testing and Statistical Analysis of Microbiome.
2019,[Profile of body composition in women with class III obesity by multipolar bioimpedance method].
2019,[Metabolic syndrome and concentrations of uric acid and ultrasensitive C-reactive protein].
2018,Moderate intensity exercise improves heart rate variability in obese adults with type 2 diabetes.
2018,School-home partnerships: the missing piece in obesity prevention?
2019,Peri-operative management of overweight and obese children and adolescents.
2020,Environmental Forces that Shape Early Development: What We Know and Still Need to Know.
2020,"The Prevalence of Underweight, Overweight/Obesity and Their Related Lifestyle Factors in Indonesia, 2014-2015."
2020,"Body Mass Index, Perceived Weight, and Self-Rated Health among South Korean Adults: Conjoint Effect on Health?"
2020,EarBit: Using Wearable Sensors to Detect Eating Episodes in Unconstrained Environments.
2020,Walkable neighborhoods and obesity: Evaluating effects with a propensity score approach.
2020,Impact of <i>Cassia acutifolia</i> Infusion on Glucose Levels in Obesity and Diabetes Rat Model.
2018,Parks After Dark Evaluation Brief.
2020,Association of Metabolic Syndrome and Oxidative DNA Damage in HIV/AIDS Patients.
2019,Long-term treatment of severe obesity: are lifestyle interventions still an option?
2019,The genetic underpinnings of body fat distribution.
2019,Weight effects of antidiabetic agents.
2020,"Dietary Fat, Sugar Consumption, and Cardiorespiratory Fitness in Patients With Heart Failure With Preserved Ejection Fraction."
2019,Obesity management among patients with type 2 diabetes and prediabetes: a focus on lifestyle modifications and evidence of antiobesity medications.
2019,Effects of obesity on the outcome of pneumonia.
2019,Hyperproinsulinemia in obesity and in type 2 diabetes and its relation to cardiovascular disease.
2020,Reduced dosing of enoxaparin for venous thromboembolism in overweight and obese adolescents: a single institution retrospective review.
2020,The impact of body weight on rivaroxaban pharmacokinetics.
2020,Bile acid signaling and bariatric surgery.
2020,Evaluation of the Reggio Approach to Early Education.
2020,Preferential Mitochondrial Localization of a Goniothalamin Fluorescent Derivative.
2019,Undernutrition and obesity among elderly people living in two cities of developing countries: Prevalence and associated factors in the EDAC study.
2019,Caesarean Section Does Not Increase the Risk of Caries in Swedish Children.
2020,"Standardised tomato extract as an alternative to acetylsalicylic acid in patients with primary hypertension and high cardiovascular risk - a randomised, controlled trial."
2020,Peripheral deiodinase activity: A potential explanation for the association between maternal weight and gestational hyperglycemia.
2020,Anti-rheumatoid activity of ethanolic extract of <i>Sesamum indicum</i> seed extract in Freund's complete adjuvant induced arthritis in Wistar albino rats.
2019,Closed-Loop Control for Precision Antimicrobial Delivery: An In Silico Proof-of-Concept.
2020,"GBCK25, fermented ginseng, attenuates cardiac dysfunction in high fat diet-induced obese mice."
2020,Effects of fermented ginseng root and ginseng berry on obesity and lipid metabolism in mice fed a high-fat diet.
2018,Obesity Prevention Laws and the Australian Constitution.
2020,Risk Factors for Unplanned Reoperation Within 30 Days Following Elective Posterior Lumbar Spinal Fusion.
2019,Lactic acid bacteria-fermented product of green tea and Houttuynia cordata leaves exerts anti-adipogenic and anti-obesity effects.
2018,Greece: Health System Review.
2018,Are cardiovascular risk parameters and glycemic levels associated with periodontitis in type 2 diabetes patients? A clinical study.
2020,Quinoa Seed Lowers Serum Triglycerides in Overweight and Obese Subjects: A Dose-Response Randomized Controlled Clinical Trial.
2020,Research Priorities for Studies Linking Intake of Low-Calorie Sweeteners and Potentially Related Health Outcomes: Research Methodology and Study Design.
2020,Enriching the Starter Diet in n-3 Polyunsaturated Fatty Acids Reduces Adipocyte Size in Broiler Chicks.
2020,The Relation between Polyphenols and Body Composition in US Hispanics/Latinos: Results from the Hispanic Community Health Study/Study of Latinos (HCHS/SOL) Study of Latinos Nutrition and Physical Activity Assessment Study (SOLNAS).
2020,The Nutritional Status of HIV-Infected US Adults.
2020,Photographic Methods for Measuring Packaged Food and Beverage Products in Supermarkets.
2020,Long-Term Treatment of Overweight and Obesity with Polyglucosamine (PG L112): Randomized Study Compared with Placebo in Subjects after Caloric Restriction.
2020,Topiramate in the treatment of Prader-Willi syndrome: A case report.
2019,Mortality related to primary bariatric surgery in England.
2019,Is household food insecurity a determinant of weight status in patients with type 2 diabetes in rural areas?
2018,"Prevalence of obesity, diabetes mellitus, hypertension and associated risk factors in a mining workforce, Democratic Republic of Congo."
2018,"Socio-demographic determinants of malnutrition among primary school aged children in Enugu, Nigeria."
2018,Effect of weight reduction on severity of lower urinary tract symptoms in obese men with benign prostatic hyperplasia.
2018,Neurocalcin-delta: a potential memory-related factor in hippocampus of obese rats induced by high-fat diet.
2018,Cardiovascular risk factors in adult general out-patient clinics in Nigeria: a country analysis of the Africa and Middle East Cardiovascular Epidemiological (ACE) study.
2018,"Analysis of SNPs of MC4R, GNB3 and FTO gene polymorphism in obese Saudi subjects."
2018,Health Coaching Strategy to Improve Glycemic Control in African- American Adults with Type 2 Diabetes: An Integrative Review.
2018,Views of Obesity in Black Women from a Cultural Perspective.
2018,The World Health Organization - Community Empowerment Model in Addressing Food Insecurity in Low-Income African-American Women: A Review of the Literature.
2018,The Community Compass Project: A Community Engagement Model Targeting African-Americans in the Low Country of South Carolina.
2018,[Immediate-early c-fos and tyrosine hydroxylase protein expression in different brain regions in high-fat induced obesity in mice].
2020,Utilizing Standard Data Transactions and Public-Private Partnerships to Support Healthy Weight Within the Community.
2018,[Effects and mechanisms of lotus leaf water extract on lipid metabolism of adult experimental obesity rats].
2018,[Effects of different intensities exercise combined with resveratrol on RBP4 in aged obese rats].
2019,Association of Brain-Derived Neurotrophic Factor and Vitamin D with Depression and Obesity: A Population-Based Study.
2020,Muscular Power during a Lifting Task Increases after Three Months of Resistance Training in Overweight and Obese Individuals.
2020,"Pattern of changes in quality of life of obese patients after sleeve gastrectomy in Sulaimani provence -Kurdistan-Iraq, based on 4 years experience in two bariatric centers."
2020,Oleocanthal-rich extra virgin olive oil demonstrates acute anti-platelet effects in healthy men in a randomized trial.
2018,[Determination of polycyclic aromatic hydrocarbons in girls and association between polycyclic aromatic hydrocarbons exposure and puberty timing].
2018,[Relationship between abdominal obesity and dyslipidemia in postmenopausal women in a community of Suzhou City in 2014].
2018,[Prevalence and risk factors of dyslipidemia among adults in Bengbu City in 2014-2015].
2018,"[Changing trend of children's malnutrition and anemia rate from 2009 to 2015 in Taicang City, Jiangsu Province]."
2018,[Effects of marginal zinc deficiency on obesity].
2018,[Prevalence of hypertension and its influencing factors in rural areas along the Yangtze River in Anhui Province in 2014-2015].
2018,"[Relationships among long noncoding RNA, environmental factors and hypertension]."
2018,"[Prevalence and change of type 2 diabetes mellitus among rural adults in Deqing County, Zhejiang Province in China during 2006-2014]."
2018,"[Effects of exercise and resveratrol on retinol binding protein 4, blood glucose and insulin sensitivity in aged obese rats]."
2018,[Prevalence of metabolic syndrome and its family factors for children and adolescents in Chongqing City in 2014].
2018,[Silent Celiac Disease in an obese patient]
2018,[Factors associated with quality of life related to health in persons with Diabetes Mellitus of the University Social Work of Cordoba].
2020,"The Association of Skinfold Anthropometric Measures, Body Composition and Disease Severity in Obese and Non-obese Fibromyalgia Patients: A Cross-sectional Study."
2019,Importance of Adopting BMI Classifications Using Public Health Action Points to Delineate Obstetric Risk Factors Resulting in Worsening Obstetric Outcomes Among Asian Population.
2018,A Uniform.Approach in the Use of U-500 Regular Insulin in the Management Of Paiients with Obesity and Insu] in Resistance: The Clinicia's View.
2020,"Relationship between obesity, sarcopenia, sarcopenic obesity, and bone mineral density in elderly subjects aged 80 years and over."
2018,Increased levels of persistent organic pollutants in serum one year after a great weight loss in humans: Are the levels exceeding health based guideline values?
2018,[Regional oxidative stress in encephalon of female mice with polyphenolic exposure from tea extracts in oral overweight plant-based treatment].
2020,Generalizability of Indicators from the New York City Macroscope Electronic Health Record Surveillance System to Systems Based on Other EHR Platforms.
2020,"The Spatial Distribution of Adult Obesity Prevalence in Denver County, Colorado: An Empirical Bayes Approach to Adjust EHR-Derived Small Area Estimates."
2020,Dietary intake and weight status of urban Thai preadolescents in the context of food environment.
2019,Breath methane concentrations and markers of obesity in patients with functional gastrointestinal disorders.
2020,Simultaneous quantification of 49 elements associated to e-waste in human blood by ICP-MS for routine analysis.
2019,[Current diagnosis and treatment of idiopathic intracranial hypertension].
2020,Weight loss attempts in a racially diverse sample of primary care patients.
2020,Predictors of decline in self-reported health: addressing non-ignorable dropout in longitudinal studies of aging.
2020,Recent advancements in bariatric/metabolic surgery.
2020,Obesity as a surgical risk factor.
2019,"Association between adiposity outcomes and residential density: a full-data, cross-sectional analysis of 419 562 UK Biobank adult participants."
2020,Ginsenoside Rg5: Rk1 Exerts an Anti-obesity Effect on 3T3-L1 Cell Line by the Downregulation of PPARγ and CEBPα.
2020,Predictors for Non-Home Patient Discharge Following Elective Adult Spinal Deformity Surgery.
2020,Discrepancies in measuring bladder volumes with bedside ultrasound and bladder scanning in the intensive care unit: A pilot study.
2019,Cefazolin tissue concentrations with a prophylactic dose administered before sleeve gastrectomy in obese patients: a single centre study in 116 patients.
2018,FGF21 and DPP-4 inhibitor equally prevents cognitive decline in obese rats.
2019,Severe Obesity and Sleep-Disordered Breathing as Risk Factors for Emergence Agitation in Pediatric Ambulatory Surgery.
2020,The influence of obesity on operating room time and perioperative complications in cochlear implantation.
2019,Multi-omic network-based interrogation of rat liver metabolism following gastric bypass surgery featuring SWATH proteomics.
2020,Exploring the Life Course Perspective in Maternal and Child Health through Community-Based Participatory Focus Groups: Social Risks Assessment.
2019,The Relationship Between Glycaemic Control and Non-Alcoholic Fatty Liver Disease in Nigerian Type 2 Diabetic Patients.
2020,Apolipoprotein E in diet-induced obesity: a paradigm shift from conventional perception.
2018,"Overweight and Obesity Conditions: Prevalence and Associated Risk Factors in Nursing Students in a Public University in Medellín, Colombia."
2018,Profile of nursing diagnoses in people with hypertension and diabetes.
